variable,passage,coefficient,risque_relatif,borne_basse,borne_haute,p_value,avis,suppressions,capacite_a_classer
etoiles_3,Europe_sans_enseignes,-0.46748141692601336,0.626578372358188,0.2908670379451761,1.3497591871549064,0.2324973129138148,97587,417,0.6211898176867935
etoiles_4,Europe_sans_enseignes,-0.3959500271171925,0.6730403288624913,0.38829368144515214,1.1665996793700488,0.15827854239485806,97587,417,0.6211898176867935
etoiles_5,Europe_sans_enseignes,0.0,1.0,1.0,1.0,,97587,417,0.6211898176867935
has_photo,Europe_sans_enseignes,-0.2792094350364764,0.7563814738437313,0.4829371183905377,1.1846530576913816,0.2225696784624478,97587,417,0.6211898176867935
texte_sans_texte,Europe_sans_enseignes,0.0,1.0,1.0,1.0,,97587,417,0.6211898176867935
texte_texte_1_50,Europe_sans_enseignes,0.40429719810377257,1.498249157605601,0.9945829317911495,2.256976735186185,0.053115505377260404,97587,417,0.6211898176867935
texte_texte_51_200,Europe_sans_enseignes,0.4269050357843215,1.5325071214767576,0.9876976586471263,2.3778309655951624,0.056814675044489026,97587,417,0.6211898176867935
texte_texte_201p,Europe_sans_enseignes,0.4426255779830711,1.5567893290030743,1.0802875050196603,2.2434703758364174,0.01758683941834792,97587,417,0.6211898176867935
a_une_reponse,Europe_sans_enseignes,-0.7921594861755985,0.45286578118524,0.2968337803844837,0.6909166992478805,0.00023741356442982003,97587,417,0.6211898176867935
log2_rythme_fiche,Europe_sans_enseignes,-0.0424227856633119,0.9584644698620917,0.7285582159824994,1.2609207059029133,0.7617652436127547,97587,417,0.6211898176867935
