review_id,cid,population,groupe,etiquette,note,supprime,n_caracteres
Ci9DQUlRQUNvZENodHljRjlvT25JMFJqUnNOamN3ZGtOZlQwVmtXa3RWY0VWTVpGRRAB,8253649521913619837,1_etoile_anglais_hors_enseignes,2,,1,False,225
Ci9DQUlRQUNvZENodHljRjlvT25JeFpVSnVkV3RwV0hCRFdqaEtaR3AwVGxabVRWRRAB,17202679942767108315,1_etoile_anglais_hors_enseignes,2,,1,False,172
Ci9DQUlRQUNvZENodHljRjlvT25JeVZraFdYM0Y0YWpnNGNXZ3dVM0J5U25oWlMzYxAB,15232956762591160410,1_etoile_anglais_hors_enseignes,2,,1,False,271
Ci9DQUlRQUNvZENodHljRjlvT25KdWIxbHNNWGN5YlU5aU0ydFdTRlp1TW1kbGVHYxAB,14365492306530390455,1_etoile_anglais_hors_enseignes,2,,1,False,991
Ci9DQUlRQUNvZENodHljRjlvT25OSlFrTlhlbTFpT1RST1VFZDFNbWRYYzJSemFFRRAB,10058821684779663194,1_etoile_anglais_hors_enseignes,2,,1,False,296
Ci9DQUlRQUNvZENodHljRjlvT25OWllUSjVVa2RpVFVoVFFVaFdaRGQ0VlRWdlRYYxAB,1732419375017315913,1_etoile_anglais_hors_enseignes,2,,1,False,311
Ci9DQUlRQUNvZENodHljRjlvT25SYVdtd3dTVWRaVTJOUE4yOXFSMWxNUW5VNFVrRRAB,7096371038011001168,1_etoile_anglais_hors_enseignes,2,,1,False,325
Ci9DQUlRQUNvZENodHljRjlvT25ZMlpVeFhlR2h3Vm1RNFJXRXdhR2MxU0VOTGIyYxAB,12053559454420572070,1_etoile_anglais_hors_enseignes,2,,1,False,159
Ci9DQUlRQUNvZENodHljRjlvT25ZdFFqYzVXbFJmUkhRNFdXaElTRzFuYjJwalVGRRAB,1194530093023578245,1_etoile_anglais_hors_enseignes,2,,1,False,673
Ci9DQUlRQUNvZENodHljRjlvT25aMlkyOTFYemhUWjBNM1l6ZFBNamxSTVVsWlJWRRAB,12947348675490493632,1_etoile_anglais_hors_enseignes,2,,1,False,206
Ci9DQUlRQUNvZENodHljRjlvT25aVVIzRm9kbTlhYVhsaWMxVlJaVkI2TTFkUmFsRRAB,1043656728513953368,1_etoile_anglais_hors_enseignes,2,,1,False,247
Ci9DQUlRQUNvZENodHljRjlvT25aeVdFSXRYMU5pZDJGUlNYZDZURXBNTkRsNlJHYxAB,2880542490723954951,1_etoile_anglais_hors_enseignes,2,,1,False,265
Ci9DQUlRQUNvZENodHljRjlvT25oNGNVTmtjbmg1Ym1ObE5UWlpNM290UWtWaVQyYxAB,819899524517032922,1_etoile_anglais_hors_enseignes,2,,1,False,385
Ci9DQUlRQUNvZENodHljRjlvT25oUFQxSTNjRmMzZWpZeVRtUmliVzVXZEVkT01tYxAB,7671213967669097928,1_etoile_anglais_hors_enseignes,2,,1,False,199
