risque_prevu,risque_observe,avis
0.00011995549420906741,0.0,2446
0.000255086981772681,0.0,2445
0.0004022558431571907,0.0,2445
0.0005899032964688852,0.0008179959100204499,2445
0.0008504442541985993,0.0,2445
0.0012435892265010864,0.0036809815950920245,2445
0.0019189680016919288,0.0032719836400817996,2445
0.0031616255048955667,0.005316973415132925,2445
0.0063696879224446655,0.0049079754601227,2445
0.03722833581187321,0.014717906786590351,2446
