variable,libelle,risque_relatif,borne_basse,borne_haute
age_a_la_premiere_observation_j,Un jour de plus entre la publication et la première observation,0.8917530842074739,0.8512162435416856,0.9342203808104358
fenetre_observation_j,Un jour de plus de surveillance après la première observation,1.0671641855106258,1.0152905506281091,1.121688169098013
