variable,modele,coefficient,std_err,z,risque_relatif,borne_basse,borne_haute,p_value
const,jalon2_fenetre6_sans_enseignes,-5.506381651687679,0.809318142944436,-6.8037294106054915,0.004060774127736922,0.000831219994162698,0.019838173566924473,1.0194494015637603e-11
reponse_au_jalon,jalon2_fenetre6_sans_enseignes,-0.5244836327185342,0.26294870743947907,-1.9946233538312814,0.5918609030804582,0.35350642123177706,0.990927766954313,0.04608397451887052
has_photo,jalon2_fenetre6_sans_enseignes,-0.11084718135107145,0.24252826852417428,-0.4570485000597884,0.8950755227100422,0.5564411562275741,1.4397931971570337,0.6476361855708463
langue_minoritaire_sur_la_fiche,jalon2_fenetre6_sans_enseignes,-0.01734519649942363,0.31499805037065054,-0.05506445668160156,0.9828043654458108,0.5300785740890072,1.8221910259235543,0.956087112621874
log_rc,jalon2_fenetre6_sans_enseignes,-0.12737634291020059,0.08260154029663892,-1.542057720143792,0.8804022770867869,0.7488082120295044,1.0351224212656722,0.12305956793713749
log_photos_auteur,jalon2_fenetre6_sans_enseignes,-0.08418304898240955,0.05998525558171849,-1.4033956872572824,0.9192629705420204,0.8172976011741153,1.033949454636553,0.16049887834067156
log_burst,jalon2_fenetre6_sans_enseignes,1.6596155163818231,0.8042636654146027,2.063521687910993,5.257289114270281,1.0868544495276782,25.430349798021354,0.039063089410445305
log_ratio_pic_journalier_fiche,jalon2_fenetre6_sans_enseignes,-0.030343561405385584,0.13904974990869243,-0.21822089881722767,0.9701121831835909,0.7386906415884432,1.2740348868336833,0.8272570025426915
etoiles_1,jalon2_fenetre6_sans_enseignes,1.0343924073077466,0.24467766724755677,4.22757180474989,2.813396317166965,1.7416500904304273,4.544655026253006,2.362268004656442e-05
etoiles_2,jalon2_fenetre6_sans_enseignes,0.29206597162520076,0.4460146445001784,0.654834936983967,1.339191363355802,0.558720088053368,3.209896236119338,0.5125740341014056
etoiles_4,jalon2_fenetre6_sans_enseignes,-0.5713528854540773,0.3613931697070128,-1.5809731155607676,0.5647608648666349,0.2781289337507889,1.1467876793095597,0.1138841849376518
guide_4_et_plus,jalon2_fenetre6_sans_enseignes,-0.07088007901664008,0.21604721270128804,-0.32807680381713855,0.9315736006516225,0.609982607283405,1.422711669265391,0.7428535920885058
guide_sans_niveau,jalon2_fenetre6_sans_enseignes,0.9222134818471247,0.16882427477880552,5.462564450849345,2.514850810338123,1.8063784482434948,3.5011902430568593,4.6930506056942657e-08
habitude_25_75,jalon2_fenetre6_sans_enseignes,0.20779661218427017,0.3072587159844498,0.676292002062479,1.2309627812554427,0.6740712880240383,2.2479363766968485,0.4988552696857387
habitude_plus_de_75,jalon2_fenetre6_sans_enseignes,-0.013510399956158714,0.31944767804779206,-0.04229299783527443,0.9865804558708905,0.5274947618228986,1.8452145241078328,0.9662651272115408
texte_texte_1_50,jalon2_fenetre6_sans_enseignes,-0.04615656023131086,0.226872773048226,-0.20344689056848364,0.9548924523041591,0.6121248435905086,1.4895974326397836,0.8387857526960647
texte_texte_51_200,jalon2_fenetre6_sans_enseignes,0.1520501103547396,0.24322449064948048,0.6251430929045071,1.164218574376189,0.7227722369089761,1.8752863207904618,0.5318771472848786
texte_texte_201p,jalon2_fenetre6_sans_enseignes,0.38892668273725084,0.22071862786980917,1.7620926991565893,1.4753963753438095,0.957266091526951,2.2739700942560392,0.07805363662508917
secteur_food_beverage,jalon2_fenetre6_sans_enseignes,-0.6291550022401191,0.5225014709125839,-1.2041210164274898,0.5330420300801687,0.19142885244486907,1.4842788963268594,0.2285428079783105
secteur_healthcare,jalon2_fenetre6_sans_enseignes,0.4272968636085405,0.35665594975981635,1.198064588285422,1.5331077180653092,0.7620554531408346,3.084315275881953,0.23089187344357343
secteur_home_services,jalon2_fenetre6_sans_enseignes,0.760711876964394,0.3866412170613008,1.9674877984976586,2.1397989520161413,1.00291325188011,4.565439280481985,0.049127001219227764
secteur_hospitality,jalon2_fenetre6_sans_enseignes,-0.6098975877433563,0.40568334208902235,-1.5033833644801753,0.5434065177126537,0.24536157811408918,1.2034917845013502,0.1327402138926074
secteur_travel,jalon2_fenetre6_sans_enseignes,0.5122178723971355,0.5211425432491104,0.9828747989056252,1.6689886970986763,0.6009745188999719,4.635010609337944,0.32566906237755633
secteur_wellness_fitness,jalon2_fenetre6_sans_enseignes,0.0989001767162232,0.4276681944067515,0.23125445850237836,1.1039560935360078,0.4774412889715791,2.552605073349301,0.8171171246088246
taille_large,jalon2_fenetre6_sans_enseignes,-0.1154130856215558,0.2849255887385681,-0.4050639541801647,0.8909980094100104,0.5097387304209714,1.5574203123960613,0.6854305014275279
taille_small,jalon2_fenetre6_sans_enseignes,0.8787850676318099,0.28920293598584595,3.038645042230204,2.407972404924164,1.366096945356008,4.244450675764599,0.002376446772018812
region_US,jalon2_fenetre6_sans_enseignes,0.5153167419375622,0.25588741553052285,2.0138416766966563,1.6741686972625043,1.013882097142064,2.7644642654153704,0.044026158517308366
