variable,modele,coefficient,std_err,z,risque_relatif,borne_basse,borne_haute,p_value
const,jalon2_fenetre6,-7.353249893400025,0.6340314349736264,-11.597610919253391,0.0006405073934798605,0.0001848568768375833,0.0022192829832498656,4.237428379171573e-31
reponse_au_jalon,jalon2_fenetre6,-0.16473132490947479,0.2062761593814636,-0.7985960442711145,0.8481215426115148,0.5660769996958289,1.2706931237768777,0.4245246821075239
has_photo,jalon2_fenetre6,-0.19825365227244465,0.23196404295534032,-0.8546740682158834,0.8201617908491893,0.520536732332467,1.2922534018969436,0.39273161035322657
langue_minoritaire_sur_la_fiche,jalon2_fenetre6,0.0670992041184441,0.3072761361457999,0.2183677683534985,1.0694015619517556,0.5855808865030754,1.9529662375666497,0.8271425766803506
log_rc,jalon2_fenetre6,0.008066902952816393,0.0739515822935513,0.10908357472048087,1.008099528083356,0.8720787627109884,1.16533586411699,0.9131362026146435
log_photos_auteur,jalon2_fenetre6,-0.14749613693473823,0.05149500149959649,-2.8642806610248184,0.862865771621725,0.7800287622820462,0.9544998541568417,0.004179575030162017
log_burst,jalon2_fenetre6,3.620161438415569,0.5230400988059375,6.921384128444711,37.34359602642284,13.396877833190924,104.09471382426617,4.472518868361405e-12
log_ratio_pic_journalier_fiche,jalon2_fenetre6,0.0290820079283906,0.11738058749030314,0.24775824137694896,1.0295090189152474,0.8179290222278193,1.2958200421119457,0.8043214662408444
etoiles_1,jalon2_fenetre6,0.7729289690649866,0.23476599806682796,3.2923377977630577,2.1661014155472267,1.3672426781424474,3.431720950087882,0.000993581927327614
etoiles_2,jalon2_fenetre6,0.2606010061643991,0.4124185869019155,0.6318847269276376,1.2977097839206113,0.578264113608071,2.9122517611817007,0.5274622040950779
etoiles_3,jalon2_fenetre6,-0.6830368605391572,0.4770718764386914,-1.4317273649370827,0.5050808009931176,0.19827891926468488,1.286604831607461,0.15222186166585483
etoiles_4,jalon2_fenetre6,-0.5003277938407277,0.27288704197252284,-1.833461164825503,0.6063318752801033,0.3551636648664581,1.0351237453271558,0.06673401878190312
guide_4_et_plus,jalon2_fenetre6,-0.1571015200609467,0.19672189508639681,-0.798597024453991,0.8546172936138214,0.5811947679944613,1.2566711862601847,0.42452411356870257
guide_sans_niveau,jalon2_fenetre6,0.7098798690093547,0.15964785542290477,4.44653557749895,2.0337469279380245,1.4873199694492947,2.780925861184276,8.726621988375519e-06
habitude_25_75,jalon2_fenetre6,0.01996454156879418,0.2776280601549367,0.07191110854447678,1.0201651659290665,0.5920427360484617,1.757874731681347,0.94267264959911
habitude_plus_de_75,jalon2_fenetre6,-0.07891076447975783,0.2742740923193118,-0.28770768617799075,0.9241223853076335,0.5398423603511068,1.5819473345352848,0.7735705059698138
texte_texte_1_50,jalon2_fenetre6,0.025602076060016136,0.14999743341000787,0.17068342756262092,1.0259326240858713,0.7646114434889523,1.3765655198161177,0.8644726944876131
texte_texte_51_200,jalon2_fenetre6,0.0607684309367684,0.16621553281475573,0.36560019336155386,1.0626528081776958,0.7671997915990634,1.4718864669844385,0.714663430798397
texte_texte_201p,jalon2_fenetre6,0.27946945927081807,0.17249834060693608,1.6201283924674503,1.322428024262037,0.943064051335851,1.854397775926667,0.10520469951466438
secteur_food_beverage,jalon2_fenetre6,-0.613243663090946,0.5337079009813405,-1.1490248916370946,0.5415912772194004,0.19027366000251408,1.5415749692115335,0.25054571683394145
secteur_healthcare,jalon2_fenetre6,0.3513828439219563,0.3641003510399292,0.965071423079792,1.4210312549644588,0.6961147713519593,2.900857603788558,0.3345090391644987
secteur_home_services,jalon2_fenetre6,1.4376907625355173,0.3487471268546758,4.1224447510204385,4.210960473026478,2.1258228568758084,8.341329122526835,3.748725390474696e-05
secteur_hospitality,jalon2_fenetre6,-0.4391123779407883,0.41048072534027935,-1.0697515153160333,0.644608335801941,0.28833282724037146,1.4411120320994382,0.2847311714748123
secteur_travel,jalon2_fenetre6,0.7897914442193642,0.5307500835048196,1.4880665472607362,2.2029369431098074,0.7784429251708633,6.234151558706496,0.13673334458756228
secteur_wellness_fitness,jalon2_fenetre6,0.19188311762832166,0.44257054972817744,0.4335650389439027,1.2115289023174742,0.5088819470572722,2.884366972808705,0.664604327089189
taille_large,jalon2_fenetre6,0.5128232682214237,0.27105386378097696,1.8919607382383845,1.6699994017940163,0.9817362976776505,2.840781183898017,0.05849621213147421
taille_small,jalon2_fenetre6,0.8341664015997267,0.2915916739929832,2.860734636818882,2.3028935595528113,1.3003809010797855,4.0782810192199435,0.004226606629835553
region_US,jalon2_fenetre6,0.6518981330183707,0.2342698558859895,2.7826803860571183,1.9191802332534582,1.2125646388719924,3.037572307186199,0.005391188654500544
