variable,modele,coefficient,std_err,z,risque_relatif,borne_basse,borne_haute,p_value
const,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-5.709983767117603,0.7224772189765445,-7.903340918079493,0.0033127263195601928,0.0008039181511961769,0.013650837031080845,2.7152562452188384e-15
has_photo,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.18139386935822224,0.2322114840471334,-0.7811580469525943,0.8341067648923454,0.5291305903694743,1.3148627350260855,0.43470954499916103
langue_minoritaire_sur_la_fiche,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.08965533688480873,0.2632648236421159,0.3405519037616922,1.093797227170499,0.652898083701826,1.832433581949761,0.7334409423899444
log_rc,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.11482247949797289,0.08388778418641099,-1.3687628134606638,0.891524393718065,0.7563587220725525,1.0508449514754483,0.17107342842057882
log_photos_auteur,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.12506621801825163,0.05836291638264325,-2.1429055600697415,0.882438467323348,0.7870563499610335,0.9893797930104143,0.03212068243425422
log_burst,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,2.259954095574629,0.6637959337690776,3.4045916532547267,9.582649270659566,2.608924251781101,35.19732969701299,0.0006626305958285109
log_ratio_pic_journalier_fiche,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.049093279623855096,0.12595139283165574,-0.3897795690871974,0.9520923147432618,0.7438220347428257,1.218678304020121,0.696699552755056
etoiles_1,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,1.1238792191908562,0.2216219306627832,5.071155259002481,3.0767665348698237,1.9927352987038567,4.7505016427682065,3.954080155472327e-07
etoiles_2,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.546772595017956,0.3549330945458932,1.5404948240104384,1.7276681256446313,0.8616695045656577,3.464016234244012,0.12343978350994995
etoiles_3,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.4652628474435682,0.44202077650019667,-1.0525813992894093,0.6279700231796689,0.2640524160756334,1.4934396582052858,0.2925328858659171
etoiles_4,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.07761647541477981,0.23015287285067418,-0.3372387859139967,0.9253192411772913,0.5893660465505185,1.4527740495134311,0.7359369011029869
guide_4_et_plus,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.19296021621131637,0.2023147176358095,0.9537626252118131,1.2128345414061965,0.8158136306645887,1.803068212564284,0.3402038119884967
guide_sans_niveau,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.8996156917989845,0.17110502385016263,5.2576813442180494,2.45865804711965,1.7581392535583402,3.43829385552458,1.4588301359326363e-07
habitude_25_75,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.10692572613951834,0.2741896361011832,-0.3899699772024203,0.898592412439248,0.5250154764713405,1.5379895638894858,0.6965587475768436
habitude_plus_de_75,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.18781644548665088,0.27118250835788715,0.6925831854862271,1.206612015940232,0.7091476634322375,2.053045694270232,0.4885711654339475
texte_texte_1_50,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.12008455496830063,0.20152269901436,0.5958859997192857,1.127592191070577,0.7596536470315912,1.6737419142680285,0.5512513866529214
texte_texte_51_200,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.14490546345463515,0.2279399183314521,0.6357178001789277,1.155930287446435,0.7394500334640669,1.8069846087861845,0.5249603723611507
texte_texte_201p,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.3874657273861511,0.20619672644980105,1.8791070743816114,1.4732424608837937,0.9834657855816896,2.2069332562161135,0.06022987437928505
secteur_food_beverage,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.5950542651950199,0.45095202969579384,-1.3195511407198577,0.5515326360297088,0.22788731557038838,1.3348186924950791,0.1869849248677783
secteur_healthcare,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.31502037480679224,0.33539708845939115,0.939246003159428,1.3702872300101343,0.7101025810057855,2.644247666399551,0.34760445482276225
secteur_home_services,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.6554917904729146,0.3487157780514038,1.8797308058033706,1.9260895169690133,0.9724092001061063,3.8150819911752407,0.06014477491213691
secteur_hospitality,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.48986130499830666,0.3560583229424124,-1.3757895081630631,0.6127113682958009,0.30491482783864016,1.2312133965409546,0.16888681063836486
secteur_travel,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.2589405735103484,0.5063222228352976,0.511414592984554,1.2955568121468786,0.4802575541586888,3.4949319151064837,0.6090607786608938
secteur_wellness_fitness,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.11241378722417329,0.38191821071088744,0.294339950469842,1.1189757827458742,0.5293358609240426,2.3654297673805504,0.768498147928316
taille_large,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.12765658835772964,0.2501622894043045,-0.5102950914852519,0.8801555829257115,0.5390399102194682,1.4371363520001574,0.6098447410523702
taille_small,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.6758260460319157,0.26399320807100496,2.5600130055245285,1.9656560278817032,1.171645142709191,3.297759260976763,0.010466824617213369
region_US,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.4255604362019576,0.22159132588979158,1.920474253642988,1.5304478977671678,0.9912875930806168,2.3628569389241387,0.05479802221647441
reponse_si_habitude_plus_de_75,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,-0.7597183918130462,0.21153736991263292,-3.5914145672077593,0.46779814424997473,0.3090278062632404,0.7081404952190905,0.00032888799093222173
reponse_si_habitude_25_75,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.5906623871670671,0.3407760490166807,1.7332860946989697,1.8051837500172052,0.9256617464318392,3.520387856457815,0.083044831046723
reponse_si_habitude_moins_de_25,jalon1_fenetre7_sans_enseignes_reponse_par_habitude,0.010147969590930317,0.49871341881711473,0.02034829865817531,1.0101996348522801,0.3801032434411494,2.684805562343702,0.9837655269925075
