risque_prevu,risque_observe,avis
0.00531105511049036,0.012651821862348178,1976
0.01079102997630783,0.016708860759493672,1975
0.016546109555221573,0.021772151898734177,1975
0.022119231117523036,0.02329113924050633,1975
0.02890374967003298,0.03340080971659919,1976
0.038202590192330285,0.030886075949367087,1975
0.05070321166777395,0.03746835443037975,1975
0.0758681204863487,0.08911392405063291,1975
0.10640999047265967,0.1250632911392405,1975
0.1525281075228816,0.1082995951417004,1976
