part_avis,part_suppressions
4.219765381044814e-05,0.0016501650165016502
0.005021520803443328,0.019801980198019802
0.010000843953076209,0.033003300330033
0.014980167102709089,0.0462046204620462
0.01995949025234197,0.052805280528052806
0.02493881340197485,0.06435643564356436
0.02991813655160773,0.08250825082508251
0.03489745970124061,0.10231023102310231
0.03987678285087349,0.11221122112211221
0.04485610600050637,0.12211221122112212
0.04983542915013925,0.13366336633663367
0.05481475229977213,0.14521452145214522
0.059794075449405015,0.14686468646864687
0.0647733985990379,0.1551155115511551
0.06975272174867077,0.16666666666666666
0.07473204489830365,0.17491749174917492
0.07971136804793653,0.18646864686468648
0.08469069119756942,0.19966996699669967
0.0896700143472023,0.2145214521452145
0.09464933749683517,0.22277227722772278
0.09962866064646805,0.24257425742574257
0.10460798379610094,0.2524752475247525
0.10958730694573382,0.26897689768976896
0.1145666300953667,0.27887788778877887
0.11954595324499957,0.29207920792079206
0.12452527639463246,0.30363036303630364
0.12950459954426533,0.3069306930693069
0.13448392269389822,0.3102310231023102
0.1394632458435311,0.3201320132013201
0.144442568993164,0.32838283828382836
0.14942189214279686,0.334983498349835
0.15440121529242973,0.3465346534653465
0.15938053844206262,0.35313531353135313
0.1643598615916955,0.367986798679868
0.1693391847413284,0.3795379537953795
0.17431850789096126,0.3910891089108911
0.17929783104059413,0.3976897689768977
0.18427715419022703,0.40594059405940597
0.1892564773398599,0.41254125412541254
0.1942358004894928,0.41914191419141916
0.19921512363912566,0.43234323432343236
0.20419444678875853,0.44224422442244227
0.20917376993839143,0.4471947194719472
0.2141530930880243,0.4570957095709571
0.2191324162376572,0.45874587458745875
0.22411173938729007,0.466996699669967
0.22909106253692293,0.4735973597359736
0.23407038568655583,0.4834983498349835
0.2390497088361887,0.49174917491749176
0.2440290319858216,0.49834983498349833
0.24900835513545447,0.504950495049505
0.25398767828508734,0.5099009900990099
0.25896700143472023,0.5115511551155115
0.26394632458435313,0.5132013201320133
0.268925647733986,0.5181518151815182
0.27390497088361887,0.5313531353135313
0.27888429403325177,0.533003300330033
0.2838636171828846,0.5396039603960396
0.2888429403325175,0.5445544554455446
0.2938222634821504,0.5478547854785478
0.2988015866317833,0.5610561056105611
0.30378090978141614,0.566006600660066
0.30876023293104904,0.5726072607260726
0.31373955608068194,0.5759075907590759
0.3187188792303148,0.5874587458745875
0.3236982023799477,0.5924092409240924
0.32867752552958057,0.5957095709570958
0.3336568486792134,0.599009900990099
0.3386361718288463,0.6023102310231023
0.3436154949784792,0.6039603960396039
0.34859481812811205,0.6072607260726073
0.35357414127774495,0.6105610561056105
0.35855346442737784,0.6155115511551155
0.36353278757701074,0.6188118811881188
0.3685121107266436,0.6254125412541254
0.3734914338762765,0.6287128712871287
0.3784707570259094,0.6336633663366337
0.3834500801755422,0.6386138613861386
0.3884294033251751,0.6468646864686468
0.393408726474808,0.6485148514851485
0.39838804962444085,0.6551155115511551
0.40336737277407375,0.665016501650165
0.40834669592370665,0.66996699669967
0.41332601907333955,0.6765676567656765
0.4183053422229724,0.6864686468646864
0.4232846653726053,0.6897689768976898
0.4282639885222382,0.6897689768976898
0.433243311671871,0.698019801980198
0.4382226348215039,0.698019801980198
0.4432019579711368,0.698019801980198
0.44818128112076966,0.6996699669966997
0.45316060427040256,0.7062706270627063
0.45813992742003545,0.7062706270627063
0.46311925056966835,0.7112211221122112
0.4680985737193012,0.7178217821782178
0.4730778968689341,0.7194719471947195
0.478057220018567,0.7244224422442245
0.48303654316819983,0.7326732673267327
0.4880158663178327,0.7376237623762376
0.4929951894674656,0.7376237623762376
0.49797451261709846,0.740924092409241
0.5029538357667314,0.740924092409241
0.5079331589163643,0.7442244224422442
0.5129124820659972,0.7491749174917491
0.51789180521563,0.7557755775577558
0.5228711283652628,0.7673267326732673
0.5278504515148957,0.7722772277227723
0.5328297746645286,0.7739273927392739
0.5378090978141615,0.7755775577557755
0.5427884209637944,0.7821782178217822
0.5477677441134273,0.7854785478547854
0.5527470672630602,0.7920792079207921
0.557726390412693,0.7920792079207921
0.5627057135623259,0.7937293729372937
0.5676850367119588,0.8036303630363036
0.5726643598615917,0.806930693069307
0.5776436830112246,0.8118811881188119
0.5826230061608575,0.8151815181518152
0.5876023293104904,0.8201320132013201
0.5925816524601232,0.8267326732673267
0.5975609756097561,0.8283828382838284
0.602540298759389,0.8316831683168316
0.6075196219090219,0.8316831683168316
0.6124989450586548,0.8366336633663366
0.6174782682082877,0.8399339933993399
0.6224575913579204,0.8399339933993399
0.6274369145075533,0.8481848184818482
0.6324162376571862,0.8514851485148515
0.6373955608068191,0.858085808580858
0.642374883956452,0.8597359735973598
0.6473542071060849,0.8613861386138614
0.6523335302557178,0.8646864686468647
0.6573128534053506,0.8663366336633663
0.6622921765549835,0.8696369636963697
0.6672714997046164,0.8696369636963697
0.6722508228542493,0.8696369636963697
0.6772301460038822,0.8762376237623762
0.6822094691535151,0.8778877887788779
0.687188792303148,0.8778877887788779
0.6921681154527808,0.8795379537953796
0.6971474386024137,0.8811881188118812
0.7021267617520466,0.8828382838283828
0.7071060849016795,0.8844884488448845
0.7120854080513124,0.8877887788778878
0.7170647312009453,0.8927392739273927
0.7220440543505781,0.8943894389438944
0.727023377500211,0.9042904290429042
0.7320027006498439,0.9075907590759076
0.7369820237994767,0.9125412541254125
0.7419613469491096,0.9141914191419142
0.7469406700987425,0.9141914191419142
0.7519199932483754,0.9158415841584159
0.7568993163980082,0.9207920792079208
0.7618786395476411,0.9224422442244224
0.766857962697274,0.9240924092409241
0.7718372858469069,0.9240924092409241
0.7768166089965398,0.9240924092409241
0.7817959321461727,0.9240924092409241
0.7867752552958055,0.9273927392739274
0.7917545784454384,0.929042904290429
0.7967339015950713,0.929042904290429
0.8017132247447042,0.9306930693069307
0.8066925478943371,0.9306930693069307
0.81167187104397,0.9306930693069307
0.8166511941936029,0.9323432343234324
0.8216305173432357,0.9323432343234324
0.8266098404928686,0.9323432343234324
0.8315891636425015,0.933993399339934
0.8365684867921344,0.9356435643564357
0.8415478099417673,0.9356435643564357
0.8465271330914002,0.9372937293729373
0.851506456241033,0.9372937293729373
0.8564857793906658,0.9405940594059405
0.8614651025402987,0.9405940594059405
0.8664444256899316,0.9405940594059405
0.8714237488395645,0.9471947194719472
0.8764030719891974,0.9488448844884488
0.8813823951388303,0.9504950495049505
0.8863617182884631,0.9554455445544554
0.891341041438096,0.9570957095709571
0.8963203645877289,0.9603960396039604
0.9012996877373618,0.9620462046204621
0.9062790108869947,0.9636963696369637
0.9112583340366276,0.9653465346534653
0.9162376571862605,0.966996699669967
0.9212169803358933,0.9686468646864687
0.9261963034855262,0.971947194719472
0.9311756266351591,0.9735973597359736
0.936154949784792,0.976897689768977
0.9411342729344249,0.9801980198019802
0.9461135960840578,0.9818481848184818
0.9510929192336907,0.9867986798679867
0.9560722423833234,0.9900990099009901
0.9610515655329563,0.9900990099009901
0.9660308886825892,0.9917491749174917
0.9710102118322221,0.9933993399339934
0.975989534981855,0.995049504950495
0.9809688581314879,0.9966996699669967
0.9859481812811207,0.9966996699669967
0.9909275044307536,0.9983498349834984
0.9959068275803865,1.0
