risque_prevu,risque_observe,avis
0.004528278298087642,0.010282776349614395,3501
0.008013580995435959,0.014281633818908884,3501
0.011134240870858106,0.014281633818908884,3501
0.014608275376100868,0.012,3500
0.01900032257241363,0.01599542987717795,3501
0.024183896970019315,0.021422450728363324,3501
0.03112140552460757,0.032,3500
0.043674438098037636,0.03884604398743216,3501
0.0743009106976868,0.08768923164810054,3501
0.13155644084033763,0.1099685804055984,3501
