variable,modele,coefficient,std_err,z,risque_relatif,borne_basse,borne_haute,p_value,risque_relatif_vs_3_etoiles
const,US_sans_enseignes,-6.40587103801619,0.555754199542996,-11.52644648170688,0.001651830787479267,0.000555784875375195,0.00490935444873776,9.706813405164548e-31,
has_photo,US_sans_enseignes,0.017935786979967307,0.18233477876435558,0.09836733892192351,1.0180975991692511,0.7121734323098535,1.455435817189009,0.921640608634968,
langue_minoritaire_sur_la_fiche,US_sans_enseignes,-0.3392695968407981,0.4456688805162776,-0.7612593377571639,0.7122903919619539,0.29737403611284613,1.7061260932974802,0.4465021825820965,
j8_pendant_suivi,US_sans_enseignes,1.6218589584821148,0.11295373774735659,14.358612568534241,5.0624925381308765,4.057121372462881,6.3169987648342865,9.40919792002016e-47,
log_rc,US_sans_enseignes,-0.055326803143678646,0.0781212320277005,-0.7082172375886325,0.9461758841686285,0.8118484417391587,1.1027289796411572,0.4788103631982863,
log_photos_auteur,US_sans_enseignes,-0.1921664295659808,0.04022548856349406,-4.777230468255346,0.8251695244571294,0.7626112050767675,0.8928596112409107,1.777260362797818e-06,
log_burst,US_sans_enseignes,1.748126118604927,0.4778172396282559,3.6585664426109394,5.743829330253699,2.2515560112210156,14.652789098145224,0.00025362999027398966,
log_ratio_pic_journalier_fiche,US_sans_enseignes,-0.31960373968380457,0.10502529240362987,-3.043112114894321,0.7264368381390314,0.5912895020906948,0.8924739538577003,0.002341450804974319,
etoiles_1,US_sans_enseignes,1.2577424052327244,0.20865714438049568,6.027794586027568,3.5174714915740983,2.3367987031665245,5.294681855681781,1.662121110896397e-09,3.171261189038805
etoiles_2,US_sans_enseignes,0.4683147647205594,0.3006887126678101,1.5574737094901743,1.5973000972864115,0.8860124445873379,2.879606958545017,0.11935805779702223,1.4400843952556015
etoiles_3,US_sans_enseignes,0.10361304503363128,0.295537565458404,0.3505917932054377,1.109171172570692,0.6214934299642457,1.9795232431220078,0.7258946142918137,1.0
etoiles_4,US_sans_enseignes,-0.4379991170309891,0.2236807379014419,-1.9581440992204704,0.6453263526602143,0.4162766118523059,1.0004071561567565,0.05021310637119748,0.5818095246422256
guide_4_et_plus,US_sans_enseignes,0.16304342252106363,0.12446230333661501,1.3099823653440184,1.177087800698594,0.9222875668239222,1.5022816531343002,0.190201801349264,
guide_sans_niveau,US_sans_enseignes,0.8278627702065564,0.14580450940296388,5.677895516376449,2.288422625051966,1.7195991012568426,3.045406401423526,1.3636196003699668e-08,
texte_texte_1_50,US_sans_enseignes,0.23076464058363724,0.17080979811886526,1.3510035321454443,1.259562754605554,0.9012105066907681,1.76040816325492,0.176694301230917,
texte_texte_51_200,US_sans_enseignes,0.15381409091214393,0.15738639520638747,0.9773023310587994,1.1662740456786762,0.8567084853669651,1.5876989347678478,0.32841949939648385,
texte_texte_201p,US_sans_enseignes,0.2662565058035493,0.1396789672274173,1.9062032823456214,1.3050697737279153,0.9925188845375541,1.716045045421791,0.0566238365561166,
secteur_food_beverage,US_sans_enseignes,-0.5534630825583863,0.5540778043451643,-0.9988905496990544,0.5749552412273121,0.19408955092702618,1.7032010627869698,0.3178477146860468,
secteur_healthcare,US_sans_enseignes,0.45446019791303965,0.3232076454444423,1.406093588188832,1.5753227909487637,0.8360932352593757,2.9681401439789648,0.15969633608327716,
secteur_home_services,US_sans_enseignes,1.167292315812806,0.31752510145724344,3.676220589980627,3.2132803004628214,1.724530005482231,5.987237251030148,0.00023671485623672989,
secteur_hospitality,US_sans_enseignes,-0.2452430714005372,0.41495494513775816,-0.5910113236971319,0.7825143082742199,0.3469620680188061,1.7648287784032095,0.5545128337580171,
secteur_travel,US_sans_enseignes,0.7584167784260261,0.5774244372579238,1.3134476642997648,2.134893533931171,0.6884488039561262,6.620347620665755,0.18903214524750622,
secteur_wellness_fitness,US_sans_enseignes,0.731617893245283,0.38386581440633044,1.9059209384841165,2.0784405838811844,0.9794684250631518,4.410469138344944,0.05666046400639412,
taille_large,US_sans_enseignes,-0.27428211187938817,0.31946762624038977,-0.8585599583508319,0.7601176068036433,0.40639602915848033,1.4217136357589373,0.3905833374796761,
taille_small,US_sans_enseignes,0.4098297248799793,0.31200142992429497,1.3135507903903572,1.5065612333764529,0.8173549354915649,2.776916919878564,0.1889974181268218,
etoiles_5,US_sans_enseignes,0.0,,,1.0,1.0,1.0,,0.9015740985066629
