variable,modele,coefficient,std_err,z,risque_relatif,borne_basse,borne_haute,p_value,risque_relatif_vs_3_etoiles
const,tous_sans_enseignes,-7.301201721774836,0.42999230546340805,-16.979842729758246,0.0006747274531272827,0.00029048135850427687,0.0015672507810752553,1.1579593343464575e-64,
has_photo,tous_sans_enseignes,0.031309459232817964,0.1419126189782412,0.22062491312078805,1.0318047559944268,0.7812702463679942,1.3626796354295825,0.8253845011524348,
langue_minoritaire_sur_la_fiche,tous_sans_enseignes,0.11429097710210977,0.1909793849314797,0.5984466707918005,1.1210782855399752,0.7710348239772106,1.6300385964751156,0.5495419326595011,
j8_pendant_suivi,tous_sans_enseignes,1.7241713457446417,0.09700648155045387,17.773774681724603,5.607872116695404,4.636881898178115,6.782193372137896,1.1283620641977484e-70,
log_rc,tous_sans_enseignes,-0.13476568514151077,0.062273049520089795,-2.1641092925445102,0.873920660295125,0.773508500471871,0.9873677148017859,0.03045596250700757,
log_photos_auteur,tous_sans_enseignes,-0.16533185026347194,0.03353599792661445,-4.929981526873342,0.8476123770206305,0.7936908919479583,0.9051971604654265,8.223739280490263e-07,
log_burst,tous_sans_enseignes,1.6063073283716744,0.3383834916122734,4.747002641051455,4.98437155553141,2.5678985301066612,9.674821458992257,2.0645325721406946e-06,
log_ratio_pic_journalier_fiche,tous_sans_enseignes,-0.12096367629194181,0.08000657038485937,-1.511921779799641,0.8860661442162824,0.7574682378014445,1.0364965456572872,0.13055376262007565,
etoiles_1,tous_sans_enseignes,1.2869036583944722,0.16385213004537186,7.854055104673458,3.6215556040007226,2.6267816371053794,4.993054926073733,4.027971762152653e-15,3.915000574562278
etoiles_2,tous_sans_enseignes,0.466413205924104,0.2286968944562721,2.0394383012196275,1.5942656232655903,1.0183417096260536,2.495903735947097,0.041406303091421695,1.7234447054173765
etoiles_3,tous_sans_enseignes,-0.07791181780748604,0.24907837153501383,-0.3128004142926304,0.9250459955310826,0.5677373067578336,1.5072289308144613,0.7544323006092459,1.0
etoiles_4,tous_sans_enseignes,-0.34219104836415615,0.17626417259424887,-1.9413533863847787,0.71021250680953,0.5027498853306511,1.0032857680254645,0.05221542816107062,0.7677591279142681
guide_4_et_plus,tous_sans_enseignes,0.23644942000913408,0.10844517916823612,2.1803589778972006,1.266743482125974,1.024188687257368,1.5667416262970384,0.029230862430598966,
guide_sans_niveau,tous_sans_enseignes,0.8997526817261488,0.1263094230581369,7.1234010887059185,2.458994881577384,1.9197419224685455,3.1497232814755325,1.0529582427835426e-12,
texte_texte_1_50,tous_sans_enseignes,0.2445391468514577,0.14303304301491462,1.7096689107422445,1.2770326530534122,0.9648327911687855,1.6902539091660558,0.08732711483341236,
texte_texte_51_200,tous_sans_enseignes,0.20361171208856504,0.1330901112465146,1.5298785926433531,1.2258220891383997,0.9443672876061634,1.5911603609530023,0.12604678314538503,
texte_texte_201p,tous_sans_enseignes,0.2710438176703466,0.11683581556162792,2.3198692658363638,1.3113325286621904,1.0429464444165812,1.6487836071865665,0.020347950631385947,
secteur_food_beverage,tous_sans_enseignes,-0.40993478271256806,0.3734068395897078,-1.0978234441634664,0.6636935330168174,0.3192442676559832,1.3797870483394719,0.27228159216111825,
secteur_healthcare,tous_sans_enseignes,0.24302970827683892,0.2806573016816886,0.8659304668740614,1.2751065047728152,0.7356149263835405,2.2102550399666887,0.38652829417737744,
secteur_home_services,tous_sans_enseignes,1.094529431745633,0.274964225261046,3.980624863858223,2.987776399818209,1.7430029398493612,5.121510475525736,6.873434832156354e-05,
secteur_hospitality,tous_sans_enseignes,-0.09002922719477502,0.304688730466595,-0.2954793472568081,0.9139044740168147,0.5029783430356061,1.660551391909184,0.7676277269179326,
secteur_travel,tous_sans_enseignes,0.654492240048251,0.4562200312323375,1.4345977713436702,1.9241652552329156,0.7868775840943908,4.70519430758295,0.15140175005677428,
secteur_wellness_fitness,tous_sans_enseignes,0.5416535585001042,0.3013238263423465,1.7975795843130875,1.7188467272124628,0.9522475096873667,3.1025904941657108,0.07224365600572337,
taille_large,tous_sans_enseignes,-0.17527165906605685,0.2552886573205597,-0.68656265776028,0.8392290056315422,0.5088366521583708,1.3841481758552616,0.49235836697128377,
taille_small,tous_sans_enseignes,0.36037991711521256,0.253550149020021,1.4213358521306017,1.4338740643910144,0.8723459141118473,2.35685729625553,0.15521914548721502,
region_US,tous_sans_enseignes,0.7450238272223652,0.16139285613647975,4.616213164926863,2.1064916262271542,1.535259837307767,2.8902644774101467,3.908055359844167e-06,
etoiles_5,tous_sans_enseignes,0.0,,,1.0,1.0,1.0,,1.081027327107
