variable,modele,coefficient,std_err,z,risque_relatif,borne_basse,borne_haute,p_value,risque_relatif_vs_3_etoiles
const,Europe_sans_enseignes,-7.6367013825057795,0.6131200056196904,-12.455475783712588,0.000482417139998449,0.0001450554446519139,0.0016043954608029427,1.305704745550636e-35,
has_photo,Europe_sans_enseignes,0.0681491811413623,0.22145275799923414,0.3077368814778906,1.070524998708257,0.6935789181414288,1.6523336319539432,0.7582825533356757,
langue_minoritaire_sur_la_fiche,Europe_sans_enseignes,0.11123628219112663,0.2060290136518028,0.5399059104322091,1.1176589585655334,0.7463406375205349,1.67371503689215,0.5892619216331874,
j8_pendant_suivi,Europe_sans_enseignes,1.9732091894597465,0.17669067551409284,11.16759095361749,7.193725512313029,5.0880865120516345,10.170756063979873,5.875275834947311e-29,
log_rc,Europe_sans_enseignes,-0.34798400596949114,0.08670460330328845,-4.013443262663461,0.7061101696716665,0.5957573023106846,0.8369038361425517,5.983939089713287e-05,
log_photos_auteur,Europe_sans_enseignes,-0.09000104050457923,0.05612758274563044,-1.6035082236208693,0.9139302343221395,0.8187233180333074,1.0202084816816472,0.10882249499982125,
log_burst,Europe_sans_enseignes,1.2631810097686778,0.5133503663931779,2.460660578941129,3.5366537430414806,1.293087513715917,9.672910429879241,0.013868149648406618,
log_ratio_pic_journalier_fiche,Europe_sans_enseignes,0.2577686309147276,0.09868683660890086,2.611985952455575,1.294039383277117,1.066461314996624,1.5701815920791489,0.009001795285798997,
etoiles_1,Europe_sans_enseignes,1.4088459602394101,0.26159194877682707,5.385662543618054,4.091231235140973,2.450115489436556,6.831585323858487,7.217827217807078e-08,5.298278652209437
etoiles_2,Europe_sans_enseignes,0.48544214307694905,0.3502393577896015,1.3860296745078193,1.6248932853589364,0.8179006666559219,3.228115951536792,0.16573784249963097,2.1042901051372773
etoiles_3,Europe_sans_enseignes,-0.2585360249633813,0.4233380129569561,-0.6107082686894658,0.7721812127481983,0.336800913728929,1.7703747258868054,0.5413927309684303,1.0
etoiles_4,Europe_sans_enseignes,-0.21324696599657073,0.26842905607874096,-0.794425793957331,0.807956574774259,0.47742020244982836,1.3673359932638256,0.42694759289377515,1.0463302673458421
guide_4_et_plus,Europe_sans_enseignes,0.5162095160568221,0.2108341294212731,2.448415337088857,1.6756640191397112,1.1084716954845588,2.5330821855690444,0.014348614687791438,
guide_sans_niveau,Europe_sans_enseignes,1.099255829817135,0.20185217348119036,5.445845892363252,3.001931244798173,2.0210816524167887,4.458796203369389,5.155976292197561e-08,
texte_texte_1_50,Europe_sans_enseignes,0.3677245451858188,0.22138058526772472,1.6610514636643239,1.4444441050874308,0.9359685263022897,2.229154842379794,0.09670311124368373,
texte_texte_51_200,Europe_sans_enseignes,0.3691962198805127,0.22262851900520664,1.6583509674781527,1.4465714218999983,0.9350571212615318,2.2379048627901943,0.09724664723502786,
texte_texte_201p,Europe_sans_enseignes,0.32678608004182025,0.19792506446461797,1.6510596115038179,1.3865048443952679,0.940691610929021,2.0435982007248903,0.09872640327051083,
secteur_food_beverage,Europe_sans_enseignes,-0.2230378314688198,0.4835394535379195,-0.4612608750680342,0.8000845803471438,0.31013185119059283,2.064074790292556,0.6446114515097336,
secteur_healthcare,Europe_sans_enseignes,-0.8326378245120926,0.49634379402071194,-1.6775425310895444,0.43490058053380737,0.1643998375099813,1.1504787219583437,0.09343643991352142,
secteur_home_services,Europe_sans_enseignes,0.2750528695532938,0.4723422317403236,0.5823169114899465,1.3166002810963082,0.5216695732141421,3.3228625727636865,0.5603532363564101,
secteur_hospitality,Europe_sans_enseignes,-0.24240719135562938,0.42263846612066397,-0.573556859555755,0.7847365745368554,0.3427467771733469,1.7966952059898909,0.5662677119092409,
secteur_travel,Europe_sans_enseignes,0.3208117965948785,0.5997277403515596,0.5349290603213036,1.3782461658616125,0.42543930928326024,4.4649435354538305,0.592698912428196,
secteur_wellness_fitness,Europe_sans_enseignes,0.1934380990680367,0.46082555293487304,0.4197642640172227,1.2134142727523758,0.491760540219956,2.99408772542142,0.6746576733306247,
taille_large,Europe_sans_enseignes,0.12654145385378096,0.3787818658575958,0.33407474132184195,1.1348964960343724,0.5401775694167843,2.3843827097480292,0.7383231596770079,
taille_small,Europe_sans_enseignes,0.2551419156882769,0.3913513348803109,0.6519510550955661,1.2906447706176147,0.5993601520861851,2.779237021554724,0.5144327474673451,
etoiles_5,Europe_sans_enseignes,0.0,,,1.0,1.0,1.0,,1.2950328025218238
